1.02e+18	0.02	0.01	30.32	15.48	1.02	6.32	0.32	13.54	53.29	10.28	676.66	2.67	112.02	66	0.15	60000	36.8	3.5
1.02e+18	0.02	0.00	34.56	19.27	1.29	7.79	0.37	17.20	67.97	13.13	830.12	2.87	127.80	71	0.15	60000	36.9	3.5
1.02e+18	0.04	0.01	20.14	7.23	0.44	4.23	0.26	8.67	37.34	7.25	442.66	2.41	83.59	56	0.14	80000	36.6	3.5
1.02e+18	0.04	0.01	23.29	9.16	0.57	5.20	0.30	10.94	47.80	9.29	545.11	2.56	95.76	59	0.14	80000	36.7	3.5
1.02e+18	0.03	0.01	26.82	11.55	0.73	6.38	0.35	13.77	61.02	11.87	671.27	2.74	109.64	63	0.14	80000	36.8	3.5
1.02e+18	0.03	0.01	30.76	14.49	0.94	7.82	0.41	17.28	77.67	15.13	825.07	2.96	125.39	67	0.15	80000	36.9	3.5
1.02e+18	0.05	0.02	18.21	5.84	0.35	4.03	0.27	8.13	37.69	7.35	437.16	2.42	82.14	55	0.13	100000	36.6	3.5
1.02e+18	0.05	0.01	21.12	7.43	0.45	4.93	0.32	10.20	48.23	9.41	539.40	2.57	94.21	58	0.14	100000	36.7	3.5
1.02e+18	0.04	0.01	24.41	9.40	0.59	6.04	0.37	12.76	61.54	12.03	665.89	2.76	108.07	62	0.14	100000	36.8	3.5
1.02e+18	0.03	0.01	28.09	11.84	0.75	7.38	0.44	15.94	78.37	15.34	820.70	2.98	123.82	66	0.14	100000	36.9	3.5
1.02e+18	0.06	0.02	17.28	5.26	0.31	3.83	0.27	7.53	34.39	6.70	433.75	2.43	81.68	54	0.13	120000	36.6	3.5
1.02e+18	0.05	0.02	20.07	6.68	0.40	4.68	0.32	9.42	43.84	8.56	535.69	2.58	93.75	58	0.14	120000	36.7	3.5
1.02e+18	0.04	0.01	23.21	8.46	0.52	5.73	0.38	11.77	55.83	10.91	661.37	2.76	107.59	61	0.14	120000	36.8	3.5
1.02e+18	0.03	0.01	26.72	10.66	0.67	7.01	0.44	14.68	70.95	13.88	814.24	2.98	123.23	65	0.14	120000	36.9	3.5
1.02e+18	0.06	0.02	16.50	5.45	0.34	3.49	0.26	6.71	28.61	5.58	424.42	2.42	80.95	54	0.13	140000	36.6	3.5
1.02e+18	0.05	0.02	19.18	6.74	0.42	4.28	0.31	8.38	36.26	7.08	524.27	2.57	92.93	57	0.13	140000	36.7	3.5
1.02e+18	0.04	0.01	22.21	8.36	0.52	5.24	0.36	10.46	45.95	8.98	647.32	2.75	106.62	60	0.14	140000	36.8	3.5
1.02e+18	0.04	0.01	25.62	10.36	0.66	6.42	0.43	13.06	58.29	11.40	800.01	2.97	122.41	64	0.14	140000	36.9	3.5
1.02e+18	0.08	0.03	17.01	7.39	0.49	3.24	0.27	5.95	24.16	4.71	421.91	2.44	83.17	52	0.13	160000	36.6	3.5
1.02e+18	0.06	0.02	19.86	9.03	0.60	3.96	0.31	7.44	30.52	5.95	522.14	2.59	95.74	55	0.14	160000	36.7	3.5
1.02e+18	0.09	0.03	17.24	8.41	0.58	3.19	0.29	5.51	21.75	4.23	420.32	2.45	84.29	51	0.14	180000	36.6	3.5
1.05e+17	0.00	0.00	1.96	2.45	0.16	4.13	0.23	8.33	32.44	6.24	134.48	1.69	7.65	268	0.03	60000	36.6	3.5
1.05e+17	0.00	0.00	2.20	2.78	0.19	5.11	0.27	10.63	41.64	8.02	171.23	1.77	9.06	274	0.03	60000	36.7	3.5
1.05e+17	0.00	0.00	2.48	3.17	0.21	6.32	0.32	13.54	53.29	10.28	218.85	1.88	10.83	276	0.03	60000	36.8	3.5
1.05e+17	0.00	0.00	2.81	3.64	0.24	7.79	0.37	17.20	67.97	13.13	279.36	2.01	13.02	278	0.04	60000	36.9	3.5
1.05e+17	0.00	0.00	3.21	4.20	0.28	9.60	0.44	21.78	86.44	16.72	356.21	2.18	15.75	281	0.04	60000	37.0	3.5
1.05e+17	0.00	0.00	3.67	4.85	0.33	11.82	0.52	27.54	109.64	21.25	453.31	2.40	19.12	284	0.04	60000	37.1	3.5
1.05e+17	0.00	0.00	4.20	5.62	0.38	14.54	0.61	34.77	138.80	26.95	577.05	2.66	23.29	285	0.04	60000	37.2	3.5
1.05e+17	0.00	0.00	4.83	6.53	0.44	17.87	0.72	43.83	175.35	34.12	731.68	3.00	28.43	286	0.04	60000	37.3	3.5
1.05e+17	0.00	0.00	5.55	7.60	0.51	21.96	0.85	55.19	221.14	43.13	928.23	3.42	34.76	287	0.05	60000	37.4	3.5
1.05e+17	0.00	0.00	6.40	8.86	0.60	26.95	1.01	69.42	278.40	54.42	1176.55	3.95	42.62	289	0.05	60000	37.5	3.5
1.05e+17	0.00	0.00	7.39	10.37	0.70	33.06	1.19	87.26	349.96	68.58	1490.45	4.61	52.38	292	0.05	60000	37.6	3.5
1.05e+17	0.00	0.00	2.03	2.45	0.16	4.23	0.26	8.67	37.34	7.25	143.15	1.72	8.11	218	0.03	80000	36.6	3.5
1.05e+17	0.00	0.00	2.29	2.85	0.19	5.20	0.30	10.94	47.80	9.29	182.20	1.82	9.62	230	0.03	80000	36.7	3.5
1.05e+17	0.00	0.00	2.58	3.31	0.22	6.38	0.35	13.77	61.02	11.87	232.00	1.93	11.47	240	0.03	80000	36.8	3.5
1.05e+17	0.00	0.00	2.92	3.82	0.25	7.82	0.41	17.28	77.67	15.13	294.69	2.08	13.76	250	0.04	80000	36.9	3.5
1.05e+17	0.00	0.00	3.31	4.41	0.29	9.58	0.49	21.67	98.64	19.25	374.75	2.26	16.58	258	0.04	80000	37.0	3.5
1.05e+17	0.00	0.00	3.77	5.08	0.34	11.73	0.58	27.11	124.99	24.44	475.58	2.49	20.05	264	0.04	80000	37.1	3.5
1.05e+17	0.00	0.00	4.30	5.86	0.39	14.36	0.68	33.91	158.10	30.97	604.08	2.78	24.37	269	0.04	80000	37.2	3.5
1.05e+17	0.00	0.00	4.92	6.78	0.45	17.58	0.81	42.36	199.63	39.18	767.56	3.15	29.77	273	0.04	80000	37.3	3.5
1.05e+17	0.00	0.00	5.65	7.85	0.53	21.50	0.95	52.87	251.64	49.50	973.15	3.61	36.46	276	0.05	80000	37.4	3.5
1.05e+17	0.00	0.00	6.51	9.12	0.61	26.28	1.13	65.95	316.74	62.45	1237.20	4.19	44.83	278	0.05	80000	37.5	3.5
