1.00e+15 1.7232e-18 1.8929e-19 1.8085e-14 2.5625e-13 9.6895e-15 1.1300e-13 2.1145e-14 1.8425e-13 8.1102e-13 8.5251e-14 5.5063e-12 5.5835e-13 6.4079e-13 116.00 3.8717e-03 60 36.6
1.00e+15 1.5142e-18 1.6624e-19 1.9002e-14 2.6866e-13 1.0144e-14 1.4653e-13 2.3252e-14 2.7191e-13 1.2246e-12 1.2871e-13 7.4066e-12 5.8525e-13 7.6380e-13 121.00 4.3966e-03 60 36.7
1.00e+15 1.3291e-18 1.4585e-19 1.9982e-14 2.8203e-13 1.0635e-14 1.8863e-13 2.5338e-14 3.8898e-13 1.7882e-12 1.8795e-13 9.9713e-12 6.1911e-13 9.1983e-13 127.00 5.0344e-03 60 36.8
1.00e+15 1.1666e-18 1.2798e-19 2.1018e-14 2.9670e-13 1.1174e-14 2.4097e-13 2.7413e-14 5.4222e-13 2.5385e-12 2.6683e-13 1.3403e-11 6.6176e-13 1.1179e-12 135.00 5.8325e-03 60 36.9
1.00e+15 1.0251e-18 1.1242e-19 2.2139e-14 3.1308e-13 1.1779e-14 3.0545e-13 2.9526e-14 7.3983e-13 3.5198e-12 3.7006e-13 1.7991e-11 7.1552e-13 1.3702e-12 145.00 6.8024e-03 60 37.0
1.00e+15 9.0363e-19 9.9076e-20 2.3359e-14 3.3151e-13 1.2468e-14 3.8402e-13 3.1749e-14 9.9157e-13 4.7862e-12 5.0338e-13 2.4031e-11 7.8326e-13 1.6904e-12 155.94 7.9919e-03 60 37.1
1.00e+15 8.0020e-19 8.7717e-20 2.4712e-14 3.5260e-13 1.3262e-14 4.7852e-13 3.4153e-14 1.3091e-12 6.4042e-12 6.7388e-13 3.1954e-11 8.6853e-13 2.0971e-12 168.60 9.4520e-03 60 37.2
1.00e+15 7.1321e-19 7.8165e-20 2.6204e-14 3.7676e-13 1.4177e-14 5.9103e-13 3.6824e-14 1.7082e-12 8.4642e-12 8.9125e-13 4.2359e-11 9.7614e-13 2.6151e-12 182.81 1.1219e-02 60 37.3
1.00e+15 6.4112e-19 7.0251e-20 2.7903e-14 4.0479e-13 1.5243e-14 7.2350e-13 3.9887e-14 2.2066e-12 1.1073e-11 1.1670e-12 5.5845e-11 1.1116e-12 3.2717e-12 199.00 1.3397e-02 60 37.4
1.00e+15 5.8232e-19 6.3794e-20 2.9805e-14 4.3717e-13 1.6480e-14 8.7809e-13 4.3458e-14 2.8278e-12 1.4374e-11 1.5167e-12 7.3330e-11 1.2826e-12 4.1059e-12 216.72 1.6000e-02 60 37.5
1.00e+15 5.3554e-19 5.8657e-20 3.2064e-14 4.7551e-13 1.7948e-14 1.0562e-12 4.7674e-14 3.5965e-12 1.8526e-11 1.9577e-12 9.5781e-11 1.4975e-12 5.1607e-12 235.58 1.9042e-02 60 37.6
1.00e+15 2.6803e-18 2.9448e-19 1.9021e-14 3.0358e-13 1.1457e-14 1.2543e-13 2.2333e-14 2.2613e-13 1.0790e-12 1.1328e-13 6.2147e-12 5.6806e-13 6.8720e-13 106.00 4.2615e-03 80 36.6
1.00e+15 2.3495e-18 2.5795e-19 1.9915e-14 3.1680e-13 1.1937e-14 1.6167e-13 2.4460e-14 3.2563e-13 1.5791e-12 1.6575e-13 8.3369e-12 5.9770e-13 8.2258e-13 109.00 4.8502e-03 80 36.7
1.00e+15 2.0592e-18 2.2597e-19 2.0882e-14 3.3086e-13 1.2447e-14 2.0677e-13 2.6603e-14 4.5593e-13 2.2470e-12 2.3583e-13 1.1188e-11 6.3515e-13 9.9482e-13 112.33 5.5700e-03 80 36.8
1.00e+15 1.8057e-18 1.9806e-19 2.1916e-14 3.4606e-13 1.2999e-14 2.6195e-13 2.8770e-14 6.2278e-13 3.1213e-12 3.2760e-13 1.5011e-11 6.8238e-13 1.2142e-12 117.00 6.4557e-03 80 36.9
1.00e+15 1.5865e-18 1.7396e-19 2.3049e-14 3.6285e-13 1.3610e-14 3.2858e-13 3.1006e-14 8.3321e-13 4.2524e-12 4.4638e-13 2.0081e-11 7.4197e-13 1.4935e-12 123.00 7.5416e-03 80 37.0
1.00e+15 1.3986e-18 1.5332e-19 2.4301e-14 3.8163e-13 1.4297e-14 4.0780e-13 3.3371e-14 1.0948e-12 5.7017e-12 5.9868e-13 2.6774e-11 8.1712e-13 1.8490e-12 130.00 8.8715e-03 80 37.1
1.00e+15 1.2395e-18 1.3586e-19 2.5698e-14 4.0296e-13 1.5081e-14 5.0091e-13 3.5930e-14 1.4176e-12 7.5532e-12 7.9346e-13 3.5598e-11 9.1206e-13 2.3025e-12 138.26 1.0500e-02 80 37.2
1.00e+15 1.1060e-18 1.2120e-19 2.7242e-14 4.2744e-13 1.5988e-14 6.0835e-13 3.8747e-14 1.8105e-12 9.9006e-12 1.0408e-12 4.7085e-11 1.0316e-12 2.8779e-12 147.42 1.2500e-02 80 37.3
1.00e+15 9.9607e-19 1.0913e-19 2.9028e-14 4.5603e-13 1.7056e-14 7.3108e-13 4.1922e-14 2.2854e-12 1.2872e-11 1.3544e-12 6.2035e-11 1.1824e-12 3.6097e-12 158.00 1.4893e-02 80 37.4
1.00e+15 9.0675e-19 9.9333e-20 3.1100e-14 4.8975e-13 1.8323e-14 8.7010e-13 4.5565e-14 2.8564e-12 1.6630e-11 1.7519e-12 8.1435e-11 1.3727e-12 4.5404e-12 169.48 1.7700e-02 80 37.5
